loan_id	customer_id	loan_type	region_killeen	origination_date	maturity_date	origination_amount	current_balance	interest_rate	collateral_value	purpose_segment	days_past_due	loan_status	annual_income	credit_score	dti_ratio	LTV_ratio
L00001399	C562120	Commercial Real Estate (CRE)	Other Texas Region	2021-05-30	2041-05-30	2518978.32	2143674.59	7.9988	2945398.77	Office	30	Past Due (30)	-1	-1	-1	0.7278
L00001400	C234869	Commercial Real Estate (CRE)	Killeen, TX Metro	2018-06-19	2027-06-19	2216939.63	1734705.6	8.4873	2929011.52	Multi-Family	0	Current	-1	-1	-1	0.5922
L00001401	C278954	Consumer Auto	Other Texas Region	2023-05-25	2030-05-25	108478.97	37855.58	11.9365	138523.55	Consumer_Auto	0	Current	93885	762	0.36	0.2733
L00001402	C769078	Residential Mortgage	Killeen, TX Metro	2022-06-06	2032-06-06	40350.12	23416.79	4.2322	52333.82	Residential_Mortgage	0	Current	55838	704	0.46	0.4475
L00001403	C134560	Consumer Auto	Killeen, TX Metro	2023-07-08	2038-07-08	239026.23	232438.52	12.4874	283935.73	Consumer_Auto	0	Current	41683	758	0.4	0.8186
L00001404	C963021	Commercial Real Estate (CRE)	Other Texas Region	2020-11-20	2033-11-20	3924924.63	2482073.22	6.1128	4444057.55	Multi-Family	0	Current	-1	-1	-1	0.5585
L00001405	C384260	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-30	2036-07-30	1892077.82	908746.2	6.8546	2315322.01	Multi-Family	0	Current	-1	-1	-1	0.3925
L00001406	C232717	Residential Mortgage	Other Texas Region	2018-11-27	2027-11-27	156094.73	68004.2	6.5425	177744.72	Residential_Mortgage	0	Current	58344	702	0.34	0.3826
L00001407	C278595	Consumer Auto	Other Texas Region	2023-04-29	2034-04-29	194044.02	177105.28	5.0911	199307.1	Consumer_Auto	0	Current	97297	725	0.29	0.8886
L00001408	C748373	Consumer Auto	Other Texas Region	2018-12-04	2035-12-04	65351.46	39171.34	11.7364	85455.03	Consumer_Auto	0	Current	112836	687	0.34	0.4584
L00001409	C479862	Commercial Real Estate (CRE)	Other Texas Region	2023-03-21	2041-03-21	523163.82	75399.18	9.3587	560913.85	Industrial	0	Current	-1	-1	-1	0.1344
L00001410	C905688	Personal Unsecured	Killeen, TX Metro	2020-12-30	2038-12-30	185956.36	119202.98	9.6954	-1	Personal_Unsecured	0	Current	70925	610	0.25	0.544
L00001411	C594592	Residential Mortgage	Other Texas Region	2018-05-23	2023-05-23	128917.04	55908.52	14.6458	180232.78	Residential_Mortgage	0	Current	85421	730	0.54	0.3102
L00001412	C200158	Commercial Real Estate (CRE)	Other Texas Region	2021-09-22	2040-09-22	1807755.57	1594476.11	9.4941	2409239.99	Retail	0	Current	-1	-1	-1	0.6618
L00001413	C808533	Commercial Real Estate (CRE)	Other Texas Region	2022-01-23	2029-01-23	564945.85	111318.61	7.3342	803713.09	Office	0	Current	-1	-1	-1	0.1385
L00001414	C268502	Residential Mortgage	Other Texas Region	2023-10-24	2038-10-24	129634.07	96562.69	6.6077	141217.68	Residential_Mortgage	0	Current	91471	700	0.48	0.6838
L00001415	C532498	Residential Mortgage	Other Texas Region	2019-12-15	2034-12-15	219767.92	90553.48	11.5901	228694.18	Residential_Mortgage	0	Current	89917	638	0.44	0.396
L00001416	C430388	Commercial Real Estate (CRE)	Other Texas Region	2018-05-02	2027-05-02	1824262.65	731677.99	5.7874	2491156.96	Retail	0	Current	-1	-1	-1	0.2937
L00001417	C767054	Personal Unsecured	Killeen, TX Metro	2019-11-03	2040-11-03	207959.01	52937.07	13.1148	-1	Personal_Unsecured	0	Current	95635	650	0.49	0.1911
L00001418	C418408	Consumer Auto	Killeen, TX Metro	2022-02-01	2042-02-01	138592.76	36785.11	8.738	157338.39	Consumer_Auto	0	Current	42930	670	0.49	0.2338
L00001419	C568276	Consumer Auto	Other Texas Region	2022-06-30	2045-06-30	235443.09	166696.86	4.8836	322166.74	Consumer_Auto	0	Current	90181	698	0.42	0.5174
L00001420	C157545	Residential Mortgage	Killeen, TX Metro	2022-10-22	2036-10-22	118810.41	77412.49	11.4839	137621.4	Residential_Mortgage	0	Current	104709	803	0.33	0.5625
L00001421	C611411	Residential Mortgage	Killeen, TX Metro	2020-12-20	2043-12-20	312169.42	125905.19	8.4466	351969.84	Residential_Mortgage	0	Current	91075	734	0.4	0.3577
L00001422	C925656	Residential Mortgage	Killeen, TX Metro	2020-06-11	2037-06-11	228214.75	114308.11	9.5776	250861.36	Residential_Mortgage	0	Current	167941	712	0.41	0.4557
L00001423	C984377	Residential Mortgage	Other Texas Region	2023-05-21	2044-05-21	198017.12	20411.74	8.0486	251248.54	Residential_Mortgage	0	Current	68152	688	0.34	0.0812
L00001424	C113224	Personal Unsecured	Other Texas Region	2021-05-16	2045-05-16	16692.82	11860.43	12.8875	-1	Personal_Unsecured	0	Current	60196	755	0.29	0.7075
L00001425	C140738	Residential Mortgage	Killeen, TX Metro	2018-02-26	2023-02-26	216717.9	144554.74	6.701	233034.99	Residential_Mortgage	0	Current	54888	717	0.53	0.6203
L00001426	C950163	Residential Mortgage	Other Texas Region	2021-06-26	2036-06-26	1000	562.04	5.8605	1297.57	Residential_Mortgage	0	Current	77746	779	0.27	0.4331
L00001427	C280760	Commercial Real Estate (CRE)	Other Texas Region	2021-09-18	2027-09-18	513579.75	282437.34	6.6001	545546.59	Retail	0	Current	-1	-1	-1	0.5177
L00001428	C863978	Personal Unsecured	Other Texas Region	2020-11-19	2031-11-19	303317.56	47108.49	7.0145	-1	Personal_Unsecured	0	Current	60908	686	0.4	0.1402
L00001429	C566725	Commercial Real Estate (CRE)	Killeen, TX Metro	2019-11-08	2025-11-08	1744554.28	1132516.13	7.1232	2150058.13	Office	30	Past Due (30)	-1	-1	-1	0.5267
L00001430	C763937	Consumer Auto	Other Texas Region	2019-06-02	2031-06-02	357829.21	75511.33	9.7513	414860.09	Consumer_Auto	0	Current	21257	594	0.46	0.182
L00001431	C632358	Residential Mortgage	Killeen, TX Metro	2022-08-17	2027-08-17	334118.89	244544.33	14.9664	459223.29	Residential_Mortgage	0	Current	77892	737	0.33	0.5325
L00001432	C226161	Residential Mortgage	Killeen, TX Metro	2018-06-06	2025-06-06	1000	419.65	8.4868	1103.82	Residential_Mortgage	0	Current	118629	609	0.17	0.3802
L00001433	C632954	Consumer Auto	Other Texas Region	2022-04-05	2034-04-05	102681.03	91080.88	13.5996	106784.51	Consumer_Auto	0	Current	46949	742	0.37	0.8529
L00001434	C944193	Commercial Real Estate (CRE)	Other Texas Region	2023-09-16	2047-09-16	1860742.73	841210.95	8.7748	2305084.77	Retail	0	Current	-1	-1	-1	0.3649
L00001435	C398512	Residential Mortgage	Killeen, TX Metro	2018-01-18	2025-01-18	1000	466.58	12.9065	1023.17	Residential_Mortgage	0	Current	35082	781	0.19	0.456
L00001436	C762143	Commercial Real Estate (CRE)	Other Texas Region	2023-02-08	2043-02-08	2912571.7	2751540.15	6.5544	3130618.24	Retail	0	Current	-1	-1	-1	0.8789
L00001437	C666202	Residential Mortgage	Other Texas Region	2020-11-19	2028-11-19	250226.16	121635.24	7.6575	266358.79	Residential_Mortgage	0	Current	124066	653	0.2	0.4567
L00001438	C301579	Commercial Real Estate (CRE)	Other Texas Region	2018-05-20	2029-05-20	1733017.2	553693.89	6.0856	2298489.14	Multi-Family	0	Current	-1	-1	-1	0.2409
L00001439	C752026	Commercial Real Estate (CRE)	Other Texas Region	2021-05-05	2037-05-05	2152196.5	1593212.63	7.4228	2212813.83	Industrial	0	Current	-1	-1	-1	0.72
L00001440	C871253	Consumer Auto	Other Texas Region	2021-08-11	2034-08-11	339812.58	228622.4	13.165	394830.63	Consumer_Auto	0	Current	146099	685	0.28	0.579
L00001441	C604471	Residential Mortgage	Killeen, TX Metro	2022-11-22	2043-11-22	231345.72	124023.33	12.5433	280904.07	Residential_Mortgage	0	Current	133196	703	0.37	0.4415
L00001442	C429670	Commercial Real Estate (CRE)	Other Texas Region	2018-09-21	2029-09-21	1597613.94	1202104.92	8.1736	1634162.93	Multi-Family	0	Current	-1	-1	-1	0.7356
L00001443	C906388	Residential Mortgage	Killeen, TX Metro	2021-12-27	2026-12-27	256238.74	51406.84	8.4875	363959.64	Residential_Mortgage	0	Current	128817	796	0.27	0.1412
L00001444	C318967	Residential Mortgage	Killeen, TX Metro	2022-01-06	2035-01-06	69150.22	43846.93	11.4618	92224.58	Residential_Mortgage	0	Current	109617	604	0.25	0.4754
L00001445	C932672	Residential Mortgage	Other Texas Region	2020-10-30	2035-10-30	264317.54	232121.31	4.485	290467.17	Residential_Mortgage	0	Current	119499	711	0.29	0.7991
L00001446	C483152	Personal Unsecured	Killeen, TX Metro	2021-10-12	2032-10-12	260455.98	107377.74	7.9853	-1	Personal_Unsecured	60	Past Due (60)	45448	646	0.33	0.3588
L00001447	C194270	Consumer Auto	Other Texas Region	2022-08-24	2045-08-24	213057.98	81119.42	4.5767	215173.43	Consumer_Auto	0	Current	97962	769	0.34	0.377
L00001448	C891189	Commercial Real Estate (CRE)	Other Texas Region	2022-05-18	2042-05-18	985467.92	192617.71	7.4254	993374.66	Retail	0	Current	-1	-1	-1	0.1939
L00001449	C643385	Residential Mortgage	Killeen, TX Metro	2019-01-28	2025-01-28	23920.91	12393.98	5.6914	29047.3	Residential_Mortgage	0	Current	145335	722	0.4	0.4267
L00001450	C765755	Commercial Real Estate (CRE)	Other Texas Region	2020-03-25	2031-03-25	2067060.97	443255.06	9.3041	2176585.42	Office	0	Current	-1	-1	-1	0.2036
L00001451	C247313	Commercial Real Estate (CRE)	Other Texas Region	2021-03-28	2028-03-28	1319970.52	1295989.03	6.4575	1834084.81	Industrial	0	Current	-1	-1	-1	0.7066
L00001452	C990324	Personal Unsecured	Other Texas Region	2018-08-01	2033-08-01	1000	597.58	12.5811	-1	Personal_Unsecured	0	Current	51226	808	0.55	0.5726
L00001453	C258768	Residential Mortgage	Other Texas Region	2023-02-02	2036-02-02	123948.95	30177.94	8.1055	134284.61	Residential_Mortgage	0	Current	35215	696	0.2	0.2247
L00001454	C346726	Consumer Auto	Killeen, TX Metro	2019-06-07	2028-06-07	152818.83	61315.25	11.9794	178468.61	Consumer_Auto	0	Current	87323	728	0.2	0.3436
L00001455	C956912	Commercial Real Estate (CRE)	Other Texas Region	2018-12-11	2036-12-11	1995871.62	866882.12	8.6175	2127660.74	Industrial	0	Current	-1	-1	-1	0.4074
L00001456	C670451	Commercial Real Estate (CRE)	Other Texas Region	2021-01-28	2033-01-28	1018482.86	722194.36	7.2464	1162313.92	Industrial	0	Current	-1	-1	-1	0.6213
L00001457	C119816	Residential Mortgage	Other Texas Region	2023-05-19	2033-05-19	180707.77	45441.85	14.0662	203912.82	Residential_Mortgage	0	Current	46062	700	0.19	0.2228
L00001458	C857907	Residential Mortgage	Other Texas Region	2022-09-22	2039-09-22	174385.57	29043.45	10.9376	213048.64	Residential_Mortgage	0	Current	88094	688	0.19	0.1363
L00001459	C414997	Consumer Auto	Killeen, TX Metro	2021-12-17	2029-12-17	54090.9	20562.79	10.9105	75200.39	Consumer_Auto	0	Current	145923	689	0.38	0.2734
L00001460	C255989	Residential Mortgage	Other Texas Region	2020-06-16	2033-06-16	273162.38	199950.14	5.0999	349172.84	Residential_Mortgage	0	Current	121713	783	0.55	0.5726
L00001461	C721019	Residential Mortgage	Other Texas Region	2021-05-11	2043-05-11	1000	858.81	7.298	1205.26	Residential_Mortgage	0	Current	92788	697	0.17	0.7126
L00001462	C776926	Residential Mortgage	Other Texas Region	2018-03-17	2024-03-17	152488.41	47228.95	12.8646	194889.44	Residential_Mortgage	0	Current	162501	631	0.32	0.2423
L00001463	C306524	Consumer Auto	Other Texas Region	2022-07-26	2043-07-26	176720.01	154342.28	6.5384	214040.55	Consumer_Auto	0	Current	80650	702	0.47	0.7211
L00001464	C687111	Consumer Auto	Killeen, TX Metro	2019-06-17	2036-06-17	201493.46	69979.81	14.7485	207299.72	Consumer_Auto	0	Current	94643	716	0.3	0.3376
L00001465	C251878	Residential Mortgage	Other Texas Region	2019-11-06	2043-11-06	308276.96	160051.73	12.9904	440079.08	Residential_Mortgage	0	Current	52963	700	0.28	0.3637
L00001466	C830880	Consumer Auto	Other Texas Region	2023-12-12	2029-12-12	74232.05	49340.13	11.3907	86215.77	Consumer_Auto	0	Current	35520	600	0.53	0.5723
L00001467	C626047	Residential Mortgage	Other Texas Region	2023-02-25	2035-02-25	316892.09	223731.26	8.3286	343557.81	Residential_Mortgage	60	Past Due (60)	45777	696	0.46	0.6512
L00001468	C881452	Consumer Auto	Killeen, TX Metro	2018-10-24	2038-10-24	281687.88	249181.24	14.5879	363802.71	Consumer_Auto	0	Current	92361	720	0.43	0.6849
L00001469	C535165	Consumer Auto	Other Texas Region	2021-01-25	2036-01-25	213089.53	120257.23	14.8399	215684.04	Consumer_Auto	0	Current	126421	745	0.37	0.5576
L00001470	C978806	Commercial Real Estate (CRE)	Other Texas Region	2021-05-13	2030-05-13	1121487.28	421783.19	9.1231	1506718.58	Retail	0	Current	-1	-1	-1	0.2799
L00001471	C233554	Residential Mortgage	Other Texas Region	2022-04-10	2031-04-10	231214.19	27282.66	10.7227	267184.06	Residential_Mortgage	0	Current	88659	697	0.53	0.1021
L00001472	C910874	Personal Unsecured	Killeen, TX Metro	2021-06-29	2026-06-29	147246.8	109616.24	8.9012	-1	Personal_Unsecured	0	Current	166190	632	0.47	0.645
L00001473	C551282	Residential Mortgage	Killeen, TX Metro	2020-05-31	2039-05-31	53432.11	20251.4	9.0716	57685.52	Residential_Mortgage	0	Current	98692	673	0.28	0.3511
L00001474	C193501	Consumer Auto	Other Texas Region	2018-03-05	2028-03-05	1000	806.46	5.9278	1116.41	Consumer_Auto	0	Current	112490	766	0.47	0.7224
L00001475	C364223	Commercial Real Estate (CRE)	Other Texas Region	2021-03-09	2039-03-09	743370.23	415531.42	7.8926	1047083.81	Retail	0	Current	-1	-1	-1	0.3968
L00001476	C159676	Residential Mortgage	Other Texas Region	2018-01-31	2030-01-31	1000	581.76	8.1826	1151	Residential_Mortgage	0	Current	77658	779	0.17	0.5054
L00001477	C841804	Consumer Auto	Other Texas Region	2018-06-08	2034-06-08	216118.27	166581.63	6.2109	278457.71	Consumer_Auto	0	Current	96794	761	0.16	0.5982
L00001478	C273532	Residential Mortgage	Other Texas Region	2020-03-12	2035-03-12	265183.93	241030.28	11.8516	303577.81	Residential_Mortgage	0	Current	107857	746	0.18	0.794
L00001479	C714685	Residential Mortgage	Other Texas Region	2022-03-10	2034-03-10	254901.53	39524.64	12.6589	269096.6	Residential_Mortgage	0	Current	102877	727	0.54	0.1469
L00001480	C697135	Commercial Real Estate (CRE)	Other Texas Region	2018-08-07	2030-08-07	1149051.58	659777.51	7.3244	1353857	Multi-Family	0	Current	-1	-1	-1	0.4873
L00001481	C717895	Commercial Real Estate (CRE)	Other Texas Region	2021-11-29	2033-11-29	1445507.89	450274.93	9.0521	1744716.24	Industrial	0	Current	-1	-1	-1	0.2581
L00001482	C320178	Residential Mortgage	Other Texas Region	2020-11-10	2026-11-10	17872.07	12211.39	11.6847	18092.67	Residential_Mortgage	0	Current	177769	713	0.39	0.6749
L00001483	C249521	Consumer Auto	Other Texas Region	2020-02-08	2025-02-08	360341.08	255197.02	11.5163	373003.53	Consumer_Auto	0	Current	97782	694	0.27	0.6842
L00001484	C526752	Personal Unsecured	Killeen, TX Metro	2022-12-26	2042-12-26	143843.83	27613.08	12.4156	-1	Personal_Unsecured	0	Current	131162	685	0.53	0.1842
L00001485	C688365	Residential Mortgage	Other Texas Region	2019-04-08	2027-04-08	25830.93	9571.73	14.7834	31089	Residential_Mortgage	0	Current	80312	711	0.27	0.3079
L00001486	C924690	Consumer Auto	Killeen, TX Metro	2018-07-16	2027-07-16	184692.01	39877.65	4.135	208198.46	Consumer_Auto	0	Current	132289	699	0.25	0.1915
L00001487	C803662	Consumer Auto	Other Texas Region	2019-12-28	2026-12-28	212502.73	39293.86	13.2971	262041.18	Consumer_Auto	0	Current	53024	771	0.45	0.15
L00001488	C357009	Consumer Auto	Other Texas Region	2021-04-18	2034-04-18	29632.43	5512.52	10.8978	41969.73	Consumer_Auto	0	Current	47332	794	0.27	0.1313
L00001489	C237717	Consumer Auto	Killeen, TX Metro	2022-07-04	2046-07-04	193303	99206.49	7.8992	203109.67	Consumer_Auto	0	Current	110590	789	0.23	0.4884
L00001490	C481915	Residential Mortgage	Other Texas Region	2018-03-09	2042-03-09	199773.16	157936.33	7.1647	234502.93	Residential_Mortgage	0	Current	42242	752	0.53	0.6735
L00001491	C662288	Residential Mortgage	Killeen, TX Metro	2021-02-27	2039-02-27	76443.43	34674.1	6.1701	76485.7	Residential_Mortgage	0	Current	20411	744	0.54	0.4533
L00001492	C651025	Commercial Real Estate (CRE)	Other Texas Region	2018-08-08	2025-08-08	672334.16	217712.43	8.2011	765444.75	Retail	0	Current	-1	-1	-1	0.2844
L00001493	C897917	Consumer Auto	Other Texas Region	2019-08-02	2038-08-02	1000	155.54	14.863	1328.68	Consumer_Auto	0	Current	94418	713	0.4	0.1171
L00001494	C400709	Commercial Real Estate (CRE)	Other Texas Region	2019-02-27	2032-02-27	2917255.01	1255935.14	6.3709	2917848.74	Industrial	0	Current	-1	-1	-1	0.4304
L00001495	C951587	Commercial Real Estate (CRE)	Other Texas Region	2022-03-11	2043-03-11	644317.08	289888.65	8.3404	852688.29	Multi-Family	0	Current	-1	-1	-1	0.34
L00001496	C286240	Residential Mortgage	Other Texas Region	2023-06-16	2037-06-16	122123.12	112207.56	9.6566	145321.02	Residential_Mortgage	0	Current	102711	721	0.48	0.7721
L00001497	C676775	Personal Unsecured	Other Texas Region	2021-12-18	2028-12-18	105164.38	62943.25	13.9115	-1	Personal_Unsecured	0	Current	50603	628	0.45	0.4959
L00001498	C374486	Consumer Auto	Killeen, TX Metro	2019-12-22	2031-12-22	84103.12	44849.03	14.7775	100542.77	Consumer_Auto	0	Current	116702	685	0.45	0.4461
L00001499	C402950	Residential Mortgage	Other Texas Region	2018-10-24	2025-10-24	376524.94	374758.96	10.7137	401074.13	Residential_Mortgage	0	Current	141660	695	0.36	0.9344
L00001500	C410914	Consumer Auto	Other Texas Region	2020-07-04	2038-07-04	213095.45	200229.91	12.4451	213273.21	Consumer_Auto	0	Current	69886	699	0.53	0.9388
L00001501	C178623	Personal Unsecured	Other Texas Region	2020-04-25	2029-04-25	1000	745.16	12.1952	-1	Personal_Unsecured	0	Current	50090	671	0.47	0.6158
L00001502	C465321	Residential Mortgage	Other Texas Region	2019-10-16	2039-10-16	180197.77	86597.89	10.1556	210795.07	Residential_Mortgage	0	Current	108549	699	0.16	0.4108
L00001503	C962061	Residential Mortgage	Other Texas Region	2018-11-13	2026-11-13	184261.15	84963.72	5.0863	193157.9	Residential_Mortgage	0	Current	120267	757	0.21	0.4399
L00001504	C283675	Residential Mortgage	Killeen, TX Metro	2019-07-09	2029-07-09	113883.2	29078.9	14.3625	162682.74	Residential_Mortgage	0	Current	164605	670	0.47	0.1787
L00001505	C837334	Residential Mortgage	Other Texas Region	2021-11-02	2027-11-02	231402.42	127956.98	7.6994	307311.59	Residential_Mortgage	0	Current	188062	713	0.29	0.4164
L00001506	C730235	Personal Unsecured	Killeen, TX Metro	2021-02-17	2043-02-17	189201.32	79306.11	11.5592	-1	Personal_Unsecured	0	Current	22208	719	0.38	0.3264
L00001507	C912831	Consumer Auto	Killeen, TX Metro	2018-07-20	2035-07-20	173817.33	93350.67	13.9965	197141.45	Consumer_Auto	30	Past Due (30)	70845	648	0.37	0.4735
L00001508	C752465	Consumer Auto	Killeen, TX Metro	2019-10-18	2041-10-18	238123.1	187339.1	9.002	277181.21	Consumer_Auto	0	Current	88764	765	0.41	0.6759
L00001509	C316454	Residential Mortgage	Other Texas Region	2019-03-31	2034-03-31	292289.35	56397.38	8.1731	389056.01	Residential_Mortgage	0	Current	87300	740	0.46	0.145
L00001510	C209575	Personal Unsecured	Other Texas Region	2023-01-10	2035-01-10	241549.32	91112.41	5.1419	-1	Personal_Unsecured	0	Current	114143	758	0.37	0.2776
L00001511	C997336	Commercial Real Estate (CRE)	Other Texas Region	2020-05-11	2039-05-11	521744.13	454255.57	8.6589	543123.88	Industrial	0	Current	-1	-1	-1	0.8364
L00001512	C307606	Commercial Real Estate (CRE)	Other Texas Region	2018-03-01	2038-03-01	1669335.96	1100187.55	5.7077	2218723.44	Retail	0	Current	-1	-1	-1	0.4959
L00001513	C605815	Commercial Real Estate (CRE)	Killeen, TX Metro	2020-07-10	2033-07-10	1310389.84	1283235.05	6.0676	1345441.36	Office	0	Current	-1	-1	-1	0.9538
L00001514	C392822	Consumer Auto	Killeen, TX Metro	2020-01-22	2040-01-22	144379.73	46252.32	13.8812	204773.46	Consumer_Auto	0	Current	79473	695	0.35	0.2259
L00001515	C176218	Consumer Auto	Killeen, TX Metro	2021-04-05	2027-04-05	1000	262.15	6.2051	1067.62	Consumer_Auto	0	Current	76186	728	0.52	0.2455
L00001516	C687518	Residential Mortgage	Killeen, TX Metro	2020-08-12	2034-08-12	76889	36117.61	12.5811	80191.54	Residential_Mortgage	30	Past Due (30)	61687	708	0.37	0.4504
L00001517	C870044	Residential Mortgage	Other Texas Region	2021-05-26	2041-05-26	199878.86	170898.38	14.0799	203359.85	Residential_Mortgage	0	Current	20000	734	0.18	0.8404
L00001518	C436199	Residential Mortgage	Killeen, TX Metro	2019-02-27	2038-02-27	115514.01	45952.53	5.1203	161696.55	Residential_Mortgage	0	Current	97127	806	0.4	0.2842
L00001519	C549589	Commercial Real Estate (CRE)	Other Texas Region	2022-06-26	2038-06-26	1865306.7	1257553.73	5.9508	1877450.07	Office	0	Current	-1	-1	-1	0.6698
L00001520	C786840	Commercial Real Estate (CRE)	Other Texas Region	2020-09-04	2028-09-04	986503.08	126772.02	6.5679	1205795.6	Multi-Family	0	Current	-1	-1	-1	0.1051
L00001521	C578446	Residential Mortgage	Killeen, TX Metro	2018-10-11	2037-10-11	209113.73	189677.47	13.4968	237055.61	Residential_Mortgage	0	Current	180457	757	0.16	0.8001
L00001522	C562052	Consumer Auto	Other Texas Region	2023-05-15	2030-05-15	56569.86	47426.58	5.1909	70257.42	Consumer_Auto	0	Current	21498	696	0.52	0.675
